編號,所屬單位,安裝地址,攝影方向
LANG009-01,內湖分局 康樂派出所,東湖路43巷、東湖路113巷5弄底,東
LANG010-01,內湖分局 康樂派出所,東湖路43巷26弄口,西北
LANG011-01,內湖分局 康樂派出所,東湖路43巷30號,東南
LANG012-01,內湖分局 康樂派出所,康寧路3段189巷24號,東南
LANG013-01,內湖分局 康樂派出所,康寧路3段189巷40號前,北東
LANG014-01,內湖分局 康樂派出所,東湖路113巷95弄87號,西南
LANG015-01,內湖分局 康樂派出所,東湖路113巷141號對面,南
LANG016-01,內湖分局 康樂派出所,東湖路113巷95弄153號轉角,西
LANG017-01,內湖分局 康樂派出所,東湖路113巷49弄45號旁,北
LANG018-01,內湖分局 康樂派出所,東湖路113巷49弄13號轉角,北
LANG019-01,內湖分局 康樂派出所,東湖路113巷49弄36號,西北
LANG020-01,內湖分局 康樂派出所,東湖路113巷95弄45號,西南
LANG021-01,內湖分局 康樂派出所,東湖路113巷95弄13號轉角(95弄11號右旁轉角),北
LANG023-01,內湖分局 康樂派出所,東湖路113巷95弄133號轉角,南
LANG024-01,內湖分局 康樂派出所,東湖路113巷70弄口,北
LANG026-01,內湖分局 康樂派出所,東湖路113巷5弄1號前,南
LANG027-01,內湖分局 康樂派出所,康樂街20巷2號前,東
LANG028-01,內湖分局 康樂派出所,東湖路113巷49弄1號對面號誌桿,西南
LANG029-01,內湖分局 康樂派出所,東湖路113巷70弄口(70弄3號旁),東
LANG030-01,內湖分局 康樂派出所,康樂街72巷17弄111號,西北
LANG031-01,內湖分局 康樂派出所,康樂街72巷17弄底,南
LANG032-01,內湖分局 康樂派出所,康樂街72巷17弄81號轉角,東
LANG033-01,內湖分局 康樂派出所,康樂街72巷17弄康樂街72巷17弄39號旁,東北
LANG034-01,內湖分局 康樂派出所,東湖路119巷49弄22號,東北
LANG035-02,內湖分局 康樂派出所,東湖路119巷口,西
LANG038-01,內湖分局 康樂派出所,東湖路119巷49弄口,南
LANG038-02,內湖分局 康樂派出所,東湖路119巷49弄口,西
LANG040-01,內湖分局 康樂派出所,康樂街136巷30弄2號前,北
LANG041-01,內湖分局 康樂派出所,康樂街72巷17弄103號轉角,西
LANG042-01,內湖分局 康樂派出所,康樂街72巷17弄19號對面,北
LANG043-01,內湖分局 康樂派出所,康樂街72巷17弄32號對面燈桿,東南
LANG044-01,內湖分局 康樂派出所,康樂街72巷17弄20號公園轉角,西
LANG045-01,內湖分局 康樂派出所,康樂街110巷17號,東
LANG046-01,內湖分局 康樂派出所,康樂街72巷9號,南
LANG047-01,內湖分局 康樂派出所,康樂街110巷16弄20號東湖社會福利大樓,南
LANG048-01,內湖分局 康樂派出所,康樂街72巷17弄1號,東北
LANG049-01,內湖分局 康樂派出所,康樂街74巷底(7號右前),東
LANG050-01,內湖分局 康樂派出所,康樂街76巷7號前,東
LANG051-01,內湖分局 康樂派出所,康樂街48巷1號前,西北
LANG052-01,內湖分局 康樂派出所,康樂街63號,西
LANG053-01,內湖分局 康樂派出所,康樂街20巷16號,西南
LANG054-01,內湖分局 康樂派出所,康樂街20巷7號轉角,東南
LANG054-02,內湖分局 康樂派出所,康樂街20巷7號轉角,西北
LANG055-01,內湖分局 康樂派出所,東湖路、康樂街口,西
LANG056-01,內湖分局 康樂派出所,康樂街87號,北
LANG057-01,內湖分局 康樂派出所,康樂街136巷29弄15號,東北
LANG058-01,內湖分局 康樂派出所,北市內湖區康樂街136巷29弄56號對面路燈路口監控,西南
LANG059-01,內湖分局 康樂派出所,康樂街162巷9號前燈,西
LANG060-01,內湖分局 康樂派出所,康樂街162巷底,東
LANG061-01,內湖分局 康樂派出所,康樂街162巷9號前燈,南
LANG062-01,內湖分局 康樂派出所,康樂街136巷15弄9號前,南
LANG063-01,內湖分局 康樂派出所,康樂街136巷17號,東
LANG064-01,內湖分局 康樂派出所,康樂街136巷3弄口,北
LANG065-01,內湖分局 康樂派出所,康樂街61巷15弄口,南
LANG066-01,內湖分局 康樂派出所,康樂街136巷18弄52號轉角,南
LANG067-01,內湖分局 康樂派出所,康樂街113號前,北
LANG068-01,內湖分局 康樂派出所,康樂街111巷1弄口，6號對面燈,南
LANG069-01,內湖分局 康樂派出所,康樂街151巷9號之1對面燈,東
LANG070-01,內湖分局 康樂派出所,康樂街61巷81弄2號旁,北
LANG071-01,內湖分局 康樂派出所,康樂街61巷79弄口,東
LANG072-01,內湖分局 康樂派出所,康樂街61巷79弄24號前,西
LANG073-01,內湖分局 康樂派出所,康樂街111巷10號前燈、61巷交叉路口,東
LANG074-01,內湖分局 康樂派出所,康樂街85巷76號,南
LANG075-01,內湖分局 康樂派出所,康樂街61巷73弄2號,東
LANG076-01,內湖分局 康樂派出所,康樂街61巷73弄底，34號前燈,西
LANG077-01,內湖分局 康樂派出所,康樂街85巷20號前,西南
LANG078-01,內湖分局 康樂派出所,康樂街151巷29號轉角東湖國中後門,西
LANG079-01,內湖分局 康樂派出所,康樂街85巷20號前,東
LANG081-01,內湖分局 康樂派出所,康樂街61巷12弄口3號對面燈,西
LANG082-01,內湖分局 康樂派出所,康樂街61巷15弄口,東
LANG083-01,內湖分局 康樂派出所,康樂街61巷15弄20號旁,北
LANG084-01,內湖分局 康樂派出所,康樂街136巷15弄43號,南
LANG085-01,內湖分局 康樂派出所,安泰街31號旁,東北
LANG086-01,內湖分局 康樂派出所,安泰街33巷7號,西南
LANG087-01,內湖分局 康樂派出所,安泰街45巷口(1號),東北
LANG088-01,內湖分局 康樂派出所,安泰街45巷9號旁(安泰公園側),西北
LANG089-01,內湖分局 康樂派出所,安泰街45巷18號對面,東
LANG090-01,內湖分局 康樂派出所,安泰街49巷口,西南
LANG091-01,內湖分局 康樂派出所,安泰街53巷口對面,北
LANG092-01,內湖分局 康樂派出所,安泰街55號對面(54巷口),北
LANG093-01,內湖分局 康樂派出所,安泰街62巷2號,東
LANG094-01,內湖分局 康樂派出所,安泰街45巷14弄底,東南
LANG095-01,內湖分局 康樂派出所,安泰街63巷2號旁(安泰街63巷口與65巷口中間),北
LANG096-01,內湖分局 康樂派出所,安泰街66巷口,東
LANG097-01,內湖分局 康樂派出所,安泰街66巷底,南
LANG098-01,內湖分局 康樂派出所,安泰街72號對面,南
LANG099-01,內湖分局 康樂派出所,安泰街74巷8號旁,北
LANG100-01,內湖分局 康樂派出所,安泰街69巷1號後門旁,北
LANG101-01,內湖分局 康樂派出所,安泰街78號對面,北
LANG102-01,內湖分局 康樂派出所,安泰街83巷1號前,西
LANG103-01,內湖分局 康樂派出所,安泰街98號轉角,北
LANG104-01,內湖分局 康樂派出所,安泰街125巷口,東
LANG105-01,內湖分局 康樂派出所,安泰街125巷底,西
LANG106-01,內湖分局 康樂派出所,安泰街114巷18號後門對面,西北
LANG107-01,內湖分局 康樂派出所,安泰街129巷口,南
LANG108-01,內湖分局 康樂派出所,安泰街129巷底,西
LANG109-01,內湖分局 康樂派出所,康湖路、安泰街口(隧道設備機房),東
LANG109-02,內湖分局 康樂派出所,康湖路、安泰街口(隧道設備機房),南
LANG110-01,內湖分局 康樂派出所,安泰街191號轉角,北
LANG111-01,內湖分局 康樂派出所,康樂街125巷口,北
LANG112-01,內湖分局 康樂派出所,康樂街125巷底14號前燈、汐止忠一街,東
LANG113-01,內湖分局 康樂派出所,康樂街131巷口,東
LANG114-01,內湖分局 康樂派出所,康樂街131巷2弄 口,北
LANG115-01,內湖分局 康樂派出所,康樂街131巷18號前,南
LANG116-01,內湖分局 康樂派出所,康樂街191巷口,東南
LANG117-01,內湖分局 康樂派出所,康樂街131巷2弄30號前,西南
LANG118-01,內湖分局 康樂派出所,康樂街195巷2號東方10米,西南
LANG119-01,內湖分局 康樂派出所,康樂街204-3號前,西南
LANG120-01,內湖分局 康樂派出所,康樂街186巷1弄1號前,南
LANG121-01,內湖分局 康樂派出所,康樂街186巷28號對面,南
LANG122-01,內湖分局 康樂派出所,康樂街186巷1弄底,北
LANG124-01,內湖分局 康樂派出所,康樂街202號前,東南
LANG125-01,內湖分局 康樂派出所,康樂街201巷32號前,東南
LANG126-01,內湖分局 康樂派出所,康樂街201巷10號,東
LANG127-01,內湖分局 康樂派出所,康樂街201巷23弄1號,東北
LANG128-01,內湖分局 康樂派出所,北市內湖區康樂街．汐止忠二街口路口監控,北
LANG129-01,內湖分局 康樂派出所,康樂街、康湖路口,南
LANG129-02,內湖分局 康樂派出所,康樂街、康湖路口,西
LANG130-01,內湖分局 康樂派出所,康樂街、忠三街口,西北
LANG131-01,內湖分局 康樂派出所,康樂街220巷口,南
LANG132-01,內湖分局 康樂派出所,康樂街236-3號內溝溪生態館前,北
LANG133-01,內湖分局 康樂派出所,康樂街238巷口對面,西
LANG134-01,內湖分局 康樂派出所,康樂街275巷口,北
LANG135-01,內湖分局 康樂派出所,康樂街291巷口,南
LANG136-01,內湖分局 康樂派出所,大湖街近警察局靶場水泥桿(五指桿CD084),西
LANG137-01,內湖分局 康樂派出所,大湖街末段/台電五指幹75號旁,東
LANG138-01,內湖分局 康樂派出所,東湖路69號旁,北
LANG139-01,內湖分局 康樂派出所,康寧路3段186號前分隔島,北
LANG140-01,內湖分局 康樂派出所,康樂街136巷15弄9號前,北
LANG141-01,內湖分局 康樂派出所,東湖路118號(肯德基前),北
LANH001-01,內湖分局 康寧派出所,金湖路77號對面,西南
LANH002-01,內湖分局 康寧派出所,金湖路83號對面,西北
LANH004-01,內湖分局 康寧派出所,金湖路64巷2號旁,東北
LANH005-01,內湖分局 康寧派出所,星雲街150巷口,東南
LANH006-01,內湖分局 康寧派出所,星雲街161巷3號,北
LANH007-01,內湖分局 康寧派出所,成功路4段147號前,西
LANH008-01,內湖分局 康寧派出所,金湖路65巷68號,西
LANH009-01,內湖分局 康寧派出所,星雲街208號右邊燈桿,東南
LANH010-01,內湖分局 康寧派出所,星雲街210巷15號旁,南
LANH011-01,內湖分局 康寧派出所,星雲街210巷43號,西
LANH012-01,內湖分局 康寧派出所,星雲街150巷36號旁,西
LANH013-01,內湖分局 康寧派出所,星雲街162號旁轉角,北
LANH015-01,內湖分局 康寧派出所,成功路4段223巷21號右邊,北
LANH016-01,內湖分局 康寧派出所,金湖路48號,西南
LANH018-01,內湖分局 康寧派出所,北市內湖區金湖路46巷21號對面路口監控,東南
LANH019-01,內湖分局 康寧派出所,成功路4段59之1號,東北
LANH020-01,內湖分局 康寧派出所,北市內湖區成功路4段61巷8弄8號對面路口監控,西
LANH021-01,內湖分局 康寧派出所,成功路4段61巷20號前,東南
LANH022-01,內湖分局 康寧派出所,成功路4段61巷32弄2號,東北
LANH023-01,內湖分局 康寧派出所,北市內湖區成功路4段61巷32弄18號前路口監控,東南
LANH024-01,內湖分局 康寧派出所,成功路4段167巷口(163號旁),東南
LANH025-01,內湖分局 康寧派出所,成功路4段167巷16號,西北
LANH026-01,內湖分局 康寧派出所,成功路4段167巷10弄2號,東北
LANH029-01,內湖分局 康寧派出所,北市內湖區成功路4段219號旁,北
LANH030-01,內湖分局 康寧派出所,成功路4段145號,東北
LANH031-01,內湖分局 康寧派出所,星雲街15巷1號旁,東北
LANH032-01,內湖分局 康寧派出所,成功路3段61號前,北
LANH035-01,內湖分局 康寧派出所,星雲街15巷25號,南
LANH036-01,內湖分局 康寧派出所,成功路3段76巷口,東
LANH037-01,內湖分局 康寧派出所,康寧路1段63號旁,西
LANH038-01,內湖分局 康寧派出所,成功路3段187巷3弄25號,東北
LANH040-01,內湖分局 康寧派出所,成功路3段187巷4號,西北
LANH042-01,內湖分局 康寧派出所,成功路3段187巷3弄15號,西南
LANH043-01,內湖分局 康寧派出所,成功路4段33巷中央分隔島號誌桿,東北
LANH044-01,內湖分局 康寧派出所,成功路4段61巷35弄5號,西南
LANH045-01,內湖分局 康寧派出所,成功路4段61巷30-1號前,西北
LANH046-01,內湖分局 康寧派出所,成功路4段61巷25弄19號,西南
LANH047-01,內湖分局 康寧派出所,康寧路1段88號,西南
LANH048-01,內湖分局 康寧派出所,康寧路1段116號,東南
LANH048-02,內湖分局 康寧派出所,康寧路1段116號,西北
LANH049-01,內湖分局 康寧派出所,成功路4段41巷7弄1號左側,西北
LANH050-01,內湖分局 康寧派出所,成功路4段61巷25弄7號,西南
LANH051-01,內湖分局 康寧派出所,成功路4段61巷25弄1號,西南
LANH052-01,內湖分局 康寧派出所,成功路3段187巷35弄口對面,西南
LANH054-01,內湖分局 康寧派出所,康寧路1段30號,東南
LANH054-02,內湖分局 康寧派出所,康寧路1段30號,西北
LANH055-01,內湖分局 康寧派出所,金湖路179號,西北
LANH056-01,內湖分局 康寧派出所,康寧路1段116號對面,東北
LANH056-02,內湖分局 康寧派出所,康寧路1段116號對面,西南
LANH057-01,內湖分局 康寧派出所,星雲街138巷136號左側前,東南
LANH058-01,內湖分局 康寧派出所,康寧路1段156巷9弄3號前,東
LANH059-01,內湖分局 康寧派出所,康寧路1段156巷10弄19號,東北
LANH060-01,內湖分局 康寧派出所,康寧路1段156巷14號,東北
LANH061-01,內湖分局 康寧派出所,康寧路1段174號左側前,西南
LANH062-01,內湖分局 康寧派出所,康寧路1段200號(照173巷口),東
LANH063-01,內湖分局 康寧派出所,康寧路1段212號前,南
LANH065-01,內湖分局 康寧派出所,星雲街88巷15號,北
LANH066-01,內湖分局 康寧派出所,康寧路1段253之1號,西
LANH067-01,內湖分局 康寧派出所,康寧路1段195巷3弄口,西
LANH068-01,內湖分局 康寧派出所,康寧路1段156巷32弄口,東
LANH069-01,內湖分局 康寧派出所,金湖路183號對面,西
LANH070-01,內湖分局 康寧派出所,星雲街136號右前,西
LANH071-01,內湖分局 康寧派出所,康寧路1段156巷20弄1號前,東
LANI001-01,內湖分局 港墘派出所,港墘路40號前,北
LANI002-01,內湖分局 港墘派出所,港華街100號,東
LANI003-01,內湖分局 港墘派出所,港華街51巷1弄1號,南
LANI004-01,內湖分局 港墘派出所,環山路2段55號,東
LANI004-02,內湖分局 港墘派出所,環山路2段55號,北
LANI005-01,內湖分局 港墘派出所,環山路2段13號前號誌桿,東
LANI005-02,內湖分局 港墘派出所,環山路2段13號前號誌桿,北
LANI006-01,內湖分局 港墘派出所,環山路2段109巷3弄11號,東
LANI006-02,內湖分局 港墘派出所,環山路2段109巷3弄11號,西
LANI007-01,內湖分局 港墘派出所,內湖路1段411巷89弄2號,西
LANI008-01,內湖分局 港墘派出所,港華街25號,北
LANI009-01,內湖分局 港墘派出所,環山路2段43號,西
LANI009-02,內湖分局 港墘派出所,環山路2段43號,東
LANI010-01,內湖分局 港墘派出所,港華街109巷7號,北
LANI011-01,內湖分局 港墘派出所,環山路2段109巷3弄4號前燈桿,西
LANI012-01,內湖分局 港墘派出所,環山路2段109巷8弄1號前,東
LANI013-01,內湖分局 港墘派出所,環山路2段109巷2號,西
LANI014-01,內湖分局 港墘派出所,港華街105-1號前號誌桿,南
LANI015-01,內湖分局 港墘派出所,環山路2段53巷1弄25號,東
